company_name,year,Net Revenue,Cost of Goods,SG&A,Operating Profit,Net Profit,Inventory,Current Assets,Total Assets,Current Liabilities,Total Shareholder Equity,Total Liabilities and Shareholder Equity
dollar_general,2022,34220449.0,23407443.0,7592331.0,3220675.0,2399232.0,5614325.0,6303843.0,26327371.0,5979357.0,6261986.0,26327371.0
dollar_general,2021,33746839.0,23027977.0,7164097.0,3554765.0,2655050.0,5247477.0,6914219.0,25862624.0,5710783.0,6661238.0,25862624.0
dollar_general,2020,27753973.0,19264912.0,6186757.0,2302304.0,1712555.0,4676848.0,5177868.0,22825084.0,4543560.0,6702500.0,22825084.0
dollar_general,2019,25625043.0,17821173.0,5687564.0,2116306.0,1589472.0,4097004.0,4663020.0,13204038.0,3015857.0,6417393.0,13204038.0
dollar_tree,2024,30581600.0,21272000.0,9144600.0,-881800.0,-998400.0,5112800.0,6132700.0,22023500.0,4696700.0,7313100.0,22023500.0
dollar_tree,2023,28318200.0,19396300.0,6699100.0,2236300.0,1615400.0,5449300.0,6367100.0,23022100.0,4225200.0,8751500.0,23022100.0
dollar_tree,2022,26309800.0,18583900.0,5925900.0,1811400.0,1327900.0,4367300.0,5609200.0,21721800.0,4176600.0,7718500.0,21721800.0
dollar_tree,2021,25509300.0,17721000.0,5900400.0,1887900.0,1341900.0,3427000.0,5050800.0,20696000.0,3730300.0,7285300.0,20696000.0
dollar_tree,2020,23610800.0,16570100.0,5465500.0,1262200.0,827000.0,3522000.0,4269400.0,19574600.0,3546500.0,6254800.0,19574600.0
dollar_tree,2019,22823300.0,15875800.0,7887000.0,-939500.0,-1590800.0,3536000.0,4293300.0,13501200.0,2095700.0,5642900.0,13501200.0
five_below,2024,3559369.0,2285544.0,757507.0,385571.0,301106.0,584627.0,1203542.0,3872037.0,715926.0,1584956.0,3872037.0
five_below,2023,3076308.0,1980817.0,750448.0,345043.0,261528.0,527720.0,1066379.0,3324911.0,602560.0,1361929.0,3324911.0
five_below,2022,2848354.0,1817910.0,650564.0,379880.0,278810.0,455104.0,904739.0,2880460.0,586901.0,1120284.0,2880460.0
five_below,2021,1962137.0,1309807.0,497527.0,154803.0,123361.0,281267.0,755413.0,2314770.0,435670.0,881886.0,2314770.0
five_below,2020,1846730.0,1172764.0,456682.0,217284.0,175056.0,324028.0,665713.0,1958661.0,351345.0,759778.0,1958661.0
five_below,2019,1559563.0,994478.0,377901.0,187184.0,149645.0,243636.0,642257.0,952264.0,253105.0,615094.0,952264.0
costco,2024,254453000.0,222358000.0,22810000.0,9285000.0,7367000.0,18647000.0,34246000.0,69831000.0,35464000.0,23622000.0,69831000.0
costco,2023,242290000.0,212586000.0,21590000.0,8114000.0,6292000.0,16651000.0,35879000.0,68994000.0,33583000.0,25058000.0,68994000.0
costco,2022,226954000.0,199382000.0,19779000.0,7793000.0,5844000.0,17907000.0,32696000.0,64166000.0,31998000.0,20642000.0,64166000.0
costco,2021,195929000.0,170684000.0,18461000.0,6708000.0,5007000.0,14215000.0,29505000.0,59268000.0,29441000.0,17564000.0,59268000.0
costco,2020,37266000.0,32249000.0,3830000.0,1179000.0,838000.0,12242000.0,28120000.0,55556000.0,24844000.0,18284000.0,55556000.0
costco,2019,34740000.0,30233000.0,3371000.0,1122000.0,906000.0,11395000.0,23485000.0,45400000.0,23237000.0,15243000.0,45400000.0
bjs,2024,19968689.0,16326129.0,2822513.0,800419.0,523741.0,1454822.0,1794006.0,6677622.0,2468048.0,1458851.0,6677622.0
bjs,2023,19315165.0,15883677.0,2668569.0,737986.0,513177.0,1378551.0,1703245.0,6349956.0,2545341.0,1046837.0,6349956.0
bjs,2022,16667302.0,13588612.0,2446465.0,617323.0,426652.0,1242935.0,1517056.0,5668894.0,2002481.0,648108.0,5668894.0
bjs,2021,15430017.0,12451061.0,2326755.0,642392.0,421030.0,1205695.0,1470581.0,5411530.0,2031212.0,319327.0,5411530.0
bjs,2020,13190707.0,10763926.0,2059430.0,352199.0,187176.0,1081502.0,1360020.0,5269780.0,1801416.0,-54344.0,5269780.0
bjs,2019,13007347.0,10646452.0,2051324.0,303453.0,127261.0,1052306.0,1337206.0,3239285.0,1577688.0,-202084.0,3239285.0
tj_maxx,2024,54217000.0,37951000.0,10469000.0,5967000.0,4474000.0,5965000.0,12664000.0,29747000.0,10451000.0,7302000.0,29747000.0
tj_maxx,2023,49936000.0,36149000.0,8927000.0,4636000.0,3498000.0,5819000.0,12456000.0,28349000.0,10305000.0,6364000.0,28349000.0
tj_maxx,2022,48549982.0,34713812.0,9081238.0,4397608.0,3282815.0,5961573.0,13258597.0,28461458.0,10468140.0,6002992.0,28461458.0
tj_maxx,2021,32136962.0,24533815.0,7020917.0,89263.0,90470.0,4337389.0,15739337.0,30813555.0,10803668.0,5832684.0,30813555.0
tj_maxx,2020,41716977.0,29845780.0,7454988.0,4406183.0,3272193.0,4872592.0,8890622.0,24145003.0,7150247.0,5948212.0,24145003.0
tj_maxx,2019,38972934.0,27831177.0,6923564.0,4173211.0,3059798.0,4579033.0,8469222.0,14326029.0,5531374.0,5048606.0,14326029.0
ross,2024,20376941.0,14801601.0,3267677.0,2471781.0,1874520.0,2192220.0,7398138.0,14300109.0,4185796.0,4871326.0,14300109.0
ross,2023,18695829.0,13946230.0,2759268.0,1987489.0,1512041.0,2023495.0,6904719.0,13416463.0,3636246.0,4288583.0,13416463.0
ross,2022,18916244.0,13708907.0,2874469.0,2258540.0,1722589.0,2262273.0,7473176.0,13640256.0,4214929.0,4060050.0,13640256.0
ross,2021,4249671.0,3157044.0,690624.0,382851.0,237980.0,1508982.0,6692491.0,12717867.0,3967033.0,3290640.0,12717867.0
ross,2020,4413445.0,3224237.0,601879.0,590616.0,456133.0,1832339.0,3432828.0,9348367.0,2701934.0,3359249.0,9348367.0
ross,2019,4107388.0,2989744.0,575969.0,546988.0,441693.0,1750442.0,3404019.0,6073691.0,2009484.0,3305746.0,6073691.0
burlington,2024,9708973.0,5584060.0,3288315.0,465773.0,339649.0,1087841.0,2327024.0,7706840.0,2028786.0,996932.0,7706840.0
burlington,2023,8684545.0,5171715.0,2877356.0,307509.0,230123.0,1181982.0,2283792.0,7269597.0,1911951.0,794905.0,7269597.0
burlington,2022,9306549.0,5436155.0,2868527.0,545298.0,408839.0,1021009.0,2547644.0,7089513.0,1947647.0,760417.0,7089513.0
burlington,2021,5751541.0,3555024.0,2326928.0,-437623.0,-216499.0,740788.0,2510616.0,6781092.0,1683996.0,464754.0,6781092.0
burlington,2020,7261243.0,4228740.0,2228178.0,580525.0,465116.0,777248.0,1417371.0,5593859.0,1461901.0,528149.0,5593859.0
burlington,2019,6643051.0,3868119.0,2018737.0,507584.0,414745.0,954183.0,1271900.0,3079172.0,1247742.0,322710.0,3079172.0
macys,2024,23092000.0,-14143000.0,-8375000.0,382000.0,105000.0,4361000.0,6089000.0,16246000.0,4430000.0,4137000.0,16246000.0
macys,2023,24442000.0,-15306000.0,-8317000.0,1730000.0,1177000.0,4267000.0,5853000.0,16866000.0,4861000.0,4082000.0,16866000.0
macys,2022,24460000.0,-14956000.0,-8047000.0,2350000.0,1430000.0,4383000.0,6758000.0,17590000.0,5416000.0,3621000.0,17590000.0
macys,2021,17346000.0,-12286000.0,-6767000.0,-4475000.0,-3944000.0,3774000.0,6184000.0,17706000.0,5357000.0,2553000.0,17706000.0
macys,2020,24560000.0,-15171000.0,-8998000.0,970000.0,564000.0,5188000.0,6810000.0,21172000.0,5750000.0,6377000.0,21172000.0
macys,2019,24971000.0,-15215000.0,-9039000.0,1738000.0,1098000.0,5263000.0,7445000.0,19194000.0,5232000.0,6436000.0,19194000.0
nordstrom,2024,14219000.0,-9303000.0,-4855000.0,251000.0,134000.0,1888000.0,3136000.0,8444000.0,3072000.0,848000.0,8444000.0
nordstrom,2023,15092000.0,-10019000.0,-5046000.0,465000.0,245000.0,1941000.0,3209000.0,8745000.0,2990000.0,739000.0,8745000.0
nordstrom,2022,14402000.0,-9344000.0,-4953000.0,492000.0,178000.0,2289000.0,3172000.0,8869000.0,3314000.0,581000.0,8869000.0
nordstrom,2021,10357000.0,-7600000.0,-4162000.0,-1047000.0,-690000.0,1863000.0,3642000.0,9538000.0,4120000.0,305000.0,9538000.0
nordstrom,2020,15132000.0,-9932000.0,-4808000.0,784000.0,496000.0,1920000.0,3230000.0,9737000.0,3520000.0,979000.0,9737000.0
nordstrom,2019,15480000.0,-10155000.0,-4868000.0,837000.0,564000.0,1978000.0,3374000.0,7886000.0,3381000.0,873000.0,7886000.0
dillards,2024,6752053.0,4031108.0,1717415.0,916617.0,738847.0,1093999.0,2208210.0,3448906.0,827756.0,1697068.0,3448906.0
dillards,2023,6871081.0,3983598.0,1674317.0,1109467.0,891637.0,1120208.0,2071846.0,3329150.0,858961.0,1598638.0,3329150.0
dillards,2022,6492993.0,3747665.0,1536554.0,1088363.0,862473.0,1080178.0,1914651.0,3245557.0,966186.0,1451218.0,3245557.0
dillards,2021,4300895.0,3069063.0,1211483.0,0.0,-71654.0,1087763.0,1661940.0,3092515.0,772877.0,1441008.0,3092515.0
dillards,2020,6203520.0,4235978.0,1691017.0,0.0,111081.0,1465007.0,1848082.0,3430257.0,930820.0,1623259.0,3430257.0
dillards,2019,6356109.0,4291520.0,1691180.0,207962.0,170263.0,1528417.0,1770532.0,3431369.0,933535.0,1678381.0,3431369.0
kohls,2024,17476000.0,10498000.0,5512000.0,717000.0,317000.0,2880000.0,3410000.0,14009000.0,2612000.0,3893000.0,14009000.0
kohls,2023,18098000.0,11457000.0,5587000.0,246000.0,-19000.0,3189000.0,3736000.0,14345000.0,3115000.0,3763000.0,14345000.0
kohls,2022,19433000.0,11437000.0,5478000.0,1680000.0,938000.0,3067000.0,5023000.0,15054000.0,3286000.0,4661000.0,15054000.0
kohls,2021,15955000.0,10360000.0,5021000.0,-262000.0,-163000.0,2590000.0,5835000.0,15337000.0,3022000.0,5196000.0,15337000.0
kohls,2020,19974000.0,12140000.0,5705000.0,1099000.0,691000.0,3537000.0,4649000.0,14555000.0,2769000.0,5450000.0,14555000.0
kohls,2019,6823000.0,4345000.0,1694000.0,1361000.0,272000.0,3475000.0,4835000.0,12469000.0,2730000.0,5527000.0,12469000.0
amazon,2024,574785000.0,304739000.0,0.0,36852000.0,30425000.0,33318000.0,172351000.0,527854000.0,164917000.0,201875000.0,527854000.0
amazon,2023,513983000.0,288831000.0,0.0,12248000.0,-2722000.0,34405000.0,146791000.0,462675000.0,155393000.0,146043000.0,462675000.0
amazon,2022,469822000.0,272344000.0,0.0,24879000.0,33364000.0,32640000.0,161580000.0,420549000.0,142266000.0,138245000.0,420549000.0
amazon,2021,386064000.0,233307000.0,0.0,22899000.0,21331000.0,23795000.0,132733000.0,321195000.0,126385000.0,93404000.0,321195000.0
amazon,2020,280522000.0,165536000.0,265981000.0,14541000.0,11588000.0,20497000.0,96334000.0,225248000.0,87812000.0,62060000.0,225248000.0
amazon,2019,232887000.0,139156000.0,4336000.0,12421000.0,10073000.0,17174000.0,75101000.0,162648000.0,68391000.0,43549000.0,162648000.0
wayfair,2024,12003000.0,8336000.0,2447000.0,-813000.0,-738000.0,75000.0,1855000.0,3474000.0,2183000.0,-2707000.0,3474000.0
wayfair,2023,12218000.0,8802000.0,2625000.0,-1384000.0,-1331000.0,90000.0,1933000.0,3580000.0,2072000.0,-2550000.0,3580000.0
wayfair,2022,13708000.0,9813000.0,2015000.0,-94000.0,-131000.0,69000.0,3012000.0,4570000.0,2217000.0,-1619000.0,4570000.0
wayfair,2021,14145156.0,10032985.0,1830090.0,360349.0,184996.0,52152.0,3045802.0,4569929.0,2165594.0,-1191897.0,4569929.0
wayfair,2020,9127057.0,6979725.0,1624706.0,-929941.0,-984584.0,61692.0,1377138.0,2953048.0,1611519.0,-944208.0,2953048.0
wayfair,2019,6779174.0,5192451.0,1025767.0,-473279.0,-504080.0,46164.0,1255936.0,1890850.0,1139223.0,-330721.0,1890850.0
chewy,2024,11147720.0,7986202.0,2442683.0,-23625.0,39580.0,719273.0,2104348.0,3186851.0,2110877.0,510244.0,3186851.0
chewy,2023,10098939.0,7268034.0,2125766.0,55753.0,49232.0,675520.0,1520321.0,2515076.0,1769349.0,213957.0,2515076.0
chewy,2022,8890773.0,6517191.0,1826858.0,-72178.0,-73817.0,560430.0,1323532.0,2086281.0,1644879.0,14736.0,2086281.0
chewy,2021,7146264.0,5325457.0,1397969.0,-90464.0,-92486.0,513304.0,1226778.0,1740910.0,1380862.0,-2004.0,1740910.0
chewy,2020,4846743.0,3702683.0,969890.0,-252726.0,-252370.0,317808.0,629789.0,932321.0,1100538.0,-403974.0,932321.0
ulta_beauty,2024,11207303.0,6826203.0,2694561.0,1678029.0,1291005.0,1742136.0,2836518.0,5707011.0,1658191.0,2279328.0,5707011.0
ulta_beauty,2023,10208580.0,6164070.0,2395299.0,1638610.0,1242408.0,1603451.0,2709304.0,5370411.0,1681775.0,1959811.0,5370411.0
ulta_beauty,2022,8630889.0,5262335.0,2061545.0,1297492.0,985837.0,1499218.0,2281183.0,4764379.0,1558010.0,1535373.0,4764379.0
ulta_beauty,2021,2198701.0,1427673.0,514140.0,224272.0,171494.0,1168215.0,2514777.0,5089969.0,1343713.0,1999549.0,5089969.0
ulta_beauty,2020,2305918.0,1499033.0,515542.0,287756.0,222719.0,1293701.0,2055317.0,4863872.0,1137261.0,1902094.0,4863872.0
ulta_beauty,2019,108756.0,1383857.0,457245.0,281210.0,214674.0,1214329.0,1914861.0,3191172.0,823736.0,1820218.0,3191172.0
bbb,2023,5344685.0,4129802.0,2372969.0,-2775639.0,-3498801.0,817553.0,1096909.0,2225217.0,2495884.0,-2800008.0,2225217.0
bbb,2022,7867778.0,5384287.0,2692292.0,-407578.0,-559623.0,1725410.0,2363154.0,5130572.0,2074787.0,174145.0,5130572.0
bbb,2021,9233028.0,6114947.0,3224363.0,-336887.0,-150773.0,1671909.0,3620045.0,6456930.0,2294921.0,1276936.0,6456930.0
bbb,2020,11158580.0,7616920.0,3732498.0,-700064.0,-613816.0,2093869.0,3826285.0,7790515.0,2466526.0,1764935.0,7790515.0
bbb,2019,12028797.0,7924817.0,3681210.0,-87135.0,-137224.0,2618922.0,3909972.0,6570541.0,2077632.0,2560331.0,6570541.0
victorias_secret,2024,6182000.0,-3940000.0,-1996000.0,246000.0,116000.0,985000.0,1533000.0,4600000.0,1614000.0,417000.0,4600000.0
victorias_secret,2023,6344000.0,-4086000.0,-1780000.0,478000.0,338000.0,1052000.0,1737000.0,4711000.0,1579000.0,383000.0,4310000.0
victorias_secret,2022,6785000.0,-4025000.0,-1890000.0,870000.0,646000.0,949000.0,1691000.0,4344000.0,1698000.0,257000.0,4087000.0
signet_jewelers,2024,7171100.0,-4345700.0,-2197700.0,621500.0,810400.0,1936600.0,3536600.0,6813200.0,1976000.0,2166500.0,6813200.0
signet_jewelers,2023,7842100.0,-4790000.0,-2214600.0,604900.0,376700.0,2150300.0,3507100.0,6620400.0,2248100.0,1578600.0,4388000.0
signet_jewelers,2022,7826000.0,-4702000.0,-2230900.0,903400.0,769900.0,2060400.0,3730400.0,6575100.0,2070700.0,1564000.0,6575100.0
signet_jewelers,2021,5226900.0,-3493000.0,-1587400.0,-57700.0,-15200.0,2032500.0,3582000.0,6178900.0,1998700.0,1190300.0,4346300.0
signet_jewelers,2020,6137100.0,-3904200.0,-1918200.0,158300.0,105500.0,2331700.0,3154800.0,6299100.0,1652600.0,1222600.0,4459500.0
signet_jewelers,2019,2154700.0,-4024100.0,-1985100.0,-764600.0,-116200.0,2386900.0,2855800.0,4420100.0,1033000.0,1201600.0,2603200.0
tapestry,2024,6671200.0,1781700.0,3749400.0,1140100.0,816000.0,824800.0,8803700.0,13396300.0,1711600.0,2896900.0,13396300.0
tapestry,2023,6660900.0,1946000.0,3542500.0,1172400.0,936000.0,919500.0,2363500.0,7116800.0,1286500.0,2277800.0,7116800.0
tapestry,2022,6684500.0,2034100.0,3474600.0,1175800.0,856300.0,994200.0,2573800.0,7265300.0,1468800.0,2285500.0,7265300.0
tapestry,2021,5746300.0,1664400.0,3113900.0,968000.0,834200.0,734800.0,3375300.0,8382400.0,1425800.0,3259300.0,8382400.0
tapestry,2020,4961400.0,1722100.0,3312400.0,-550800.0,-652100.0,736900.0,2553100.0,7924200.0,1742100.0,2276400.0,7924200.0
tapestry,2019,6027100.0,1973400.0,3239600.0,814100.0,643400.0,778300.0,2556800.0,6877300.0,918000.0,3513400.0,3363900.0
capri_holdings,2024,5170000.0,1831000.0,2784000.0,-241000.0,-229000.0,862000.0,1608000.0,6689000.0,1695000.0,1600000.0,6689000.0
capri_holdings,2023,5619000.0,1895000.0,2708000.0,679000.0,619000.0,1057000.0,1870000.0,7295000.0,1450000.0,1849000.0,7295000.0
capri_holdings,2022,5654000.0,1910000.0,2533000.0,903000.0,823000.0,1096000.0,1891000.0,7480000.0,1566000.0,2558000.0,7480000.0
capri_holdings,2021,4060000.0,1463000.0,2018000.0,19000.0,-63000.0,736000.0,1546000.0,7481000.0,1621000.0,2157000.0,7481000.0
capri_holdings,2020,5551000.0,2280000.0,2464000.0,-192000.0,-225000.0,827000.0,1894000.0,7946000.0,1401000.0,2168000.0,7946000.0
capri_holdings,2019,5238000.0,2058000.0,2075000.0,735000.0,542000.0,953000.0,1729000.0,6650000.0,1542000.0,2432000.0,6650000.0
lululemon,2024,9619278.0,4009873.0,3397218.0,2132676.0,1550190.0,1323602.0,4060577.0,7091941.0,1631261.0,4232081.0,7091941.0
lululemon,2023,8110518.0,3618178.0,2757447.0,1328408.0,854800.0,1447367.0,3159453.0,5607038.0,1492198.0,3148799.0,5607038.0
lululemon,2022,6256617.0,2648052.0,2225034.0,1333355.0,975322.0,966481.0,2614853.0,4942478.0,1405334.0,2740046.0,4942478.0
lululemon,2021,4401879.0,1937888.0,1609003.0,819986.0,588913.0,647230.0,2124379.0,4185215.0,883178.0,2558566.0,4185215.0
lululemon,2020,1397491.0,586665.0,394339.0,416487.0,298021.0,518513.0,1807938.0,3281354.0,620418.0,1952218.0,3281354.0
lululemon,2019,1167458.0,498875.0,337163.0,331420.0,218465.0,404842.0,1429282.0,2084711.0,500477.0,1445975.0,2084711.0
boot_barn,2024,1667009.0,1052585.0,416210.0,198214.0,146996.0,599120.0,729649.0,1705592.0,312808.0,943643.0,1705592.0
boot_barn,2023,1657615.0,1047043.0,378785.0,231787.0,170553.0,589494.0,669173.0,1517381.0,374842.0,776450.0,1517381.0
boot_barn,2022,1488256.0,913183.0,316735.0,258338.0,192450.0,474300.0,541831.0,1199855.0,336468.0,599676.0,1199855.0
boot_barn,2021,893491.0,598612.0,208553.0,86326.0,59386.0,275760.0,374456.0,933581.0,221656.0,394891.0,933581.0
boot_barn,2020,845575.0,569084.0,202823.0,73668.0,47949.0,288717.0,384651.0,924711.0,312625.0,321693.0,924711.0
boot_barn,2019,776854.0,525420.0,187112.0,64322.0,39022.0,240734.0,277343.0,636075.0,151943.0,264164.0,636075.0
footlocker,2024,8168000.0,5895000.0,1852000.0,142000.0,-330000.0,1509000.0,2225000.0,6868000.0,1291000.0,2890000.0,6868000.0
footlocker,2023,8759000.0,5955000.0,1903000.0,581000.0,341000.0,1643000.0,2521000.0,7907000.0,1610000.0,3293000.0,4614000.0
footlocker,2022,8958000.0,5878000.0,1851000.0,860000.0,892000.0,1266000.0,2363000.0,8135000.0,1735000.0,3243000.0,4892000.0
footlocker,2021,7548000.0,5365000.0,1587000.0,303000.0,323000.0,923000.0,2835000.0,7043000.0,1644000.0,2776000.0,4267000.0
footlocker,2020,8005000.0,5462000.0,1650000.0,649000.0,491000.0,1208000.0,2386000.0,6589000.0,1194000.0,2473000.0,6589000.0
footlocker,2019,7939000.0,5411000.0,1614000.0,699000.0,541000.0,1269000.0,2518000.0,3820000.0,764000.0,2506000.0,3820000.0
nike,2024,51362000.0,28475000.0,16576000.0,6700000.0,5700000.0,7519000.0,25382000.0,38110000.0,10593000.0,14430000.0,38110000.0
nike,2023,51217000.0,28925000.0,16377000.0,6201000.0,5070000.0,8454000.0,25202000.0,37531000.0,9256000.0,14004000.0,37531000.0
nike,2022,46710000.0,25231000.0,14804000.0,6651000.0,6046000.0,8420000.0,28213000.0,40321000.0,10730000.0,15281000.0,40321000.0
nike,2021,44538000.0,24576000.0,13025000.0,6661000.0,5727000.0,6854000.0,26291000.0,37740000.0,9674000.0,12767000.0,37740000.0
nike,2020,37403000.0,21162000.0,13126000.0,2887000.0,2539000.0,7367000.0,20556000.0,31342000.0,8284000.0,8055000.0,31342000.0
nike,2019,39117000.0,21643000.0,12702000.0,4801000.0,4029000.0,5622000.0,16525000.0,23717000.0,7866000.0,9040000.0,23717000.0
af,2024,4280677.0,1587265.0,0.0,484671.0,335413.0,469466.0,1537265.0,2974233.0,966820.0,1049987.0,2974233.0
af,2023,3697751.0,1593213.0,0.0,92648.0,10385.0,505621.0,1228018.0,2713100.0,902200.0,706569.0,2713100.0
af,2022,3712768.0,1400773.0,0.0,343084.0,270066.0,525864.0,1507759.0,2939491.0,1015240.0,837324.0,2939491.0
af,2021,3125384.0,1234179.0,0.0,-20469.0,-108954.0,404053.0,1661629.0,3314902.0,959399.0,949312.0,3314902.0
af,2020,3623073.0,1472155.0,464615.0,70068.0,44960.0,434326.0,1264749.0,3549665.0,815354.0,1071178.0,3549665.0
af,2019,3590109.0,1430193.0,0.0,127366.0,78808.0,437879.0,1335950.0,2385593.0,558917.0,1218621.0,2385593.0
american_eagle,2024,5261770.0,3237192.0,1433300.0,222717.0,170038.0,640662.0,1433350.0,3557909.0,891172.0,1736759.0,3557909.0
american_eagle,2023,4989833.0,3244585.0,1269095.0,247047.0,125136.0,585083.0,1100241.0,3420956.0,768948.0,1599163.0,3420956.0
american_eagle,2022,5010785.0,3018995.0,1222000.0,591065.0,419629.0,553458.0,1396924.0,3786643.0,842871.0,1423672.0,3786643.0
american_eagle,2021,3759113.0,2610966.0,977264.0,-271345.0,-209274.0,405445.0,1522643.0,3434806.0,858482.0,1086665.0,3434806.0
american_eagle,2020,4308212.0,2785911.0,1029412.0,233345.0,191257.0,446278.0,1047930.0,3328679.0,751756.0,1247853.0,3328679.0
american_eagle,2019,4035720.0,2548082.0,980610.0,337129.0,261902.0,424404.0,1046253.0,1903378.0,542645.0,1287555.0,1903378.0
urban_outfitters,2024,5153237.0,3425958.0,1339205.0,369795.0,287674.0,550242.0,1282503.0,4111209.0,994205.0,2112540.0,4111209.0
urban_outfitters,2023,4795244.0,3361611.0,1200593.0,226623.0,159699.0,587510.0,1237719.0,3682912.0,890374.0,1792683.0,3682912.0
urban_outfitters,2022,4548763.0,3054813.0,1085384.0,408566.0,310616.0,569699.0,1285747.0,3791347.0,981473.0,1745740.0,3791347.0
urban_outfitters,2021,3449749.0,2572347.0,857934.0,3972.0,1236.0,389618.0,1223332.0,3546345.0,906132.0,1477358.0,3546345.0
urban_outfitters,2020,3983789.0,2729352.0,993990.0,231925.0,168096.0,409534.0,1053396.0,3315633.0,638770.0,1455355.0,3315633.0
urban_outfitters,2019,3950623.0,2603911.0,965399.0,381313.0,298003.0,370507.0,1202756.0,2160515.0,386644.0,1489098.0,2160515.0
gap,2024,14889000.0,9114000.0,5215000.0,560000.0,502000.0,1995000.0,4395000.0,11044000.0,3096000.0,2595000.0,11044000.0
gap,2023,15616000.0,10257000.0,5428000.0,-69000.0,-202000.0,2389000.0,4617000.0,11386000.0,3256000.0,2233000.0,11386000.0
gap,2022,16670000.0,10033000.0,5827000.0,810000.0,256000.0,3018000.0,5165000.0,12761000.0,4077000.0,2722000.0,12761000.0
gap,2021,13800000.0,9095000.0,5567000.0,-862000.0,-665000.0,2451000.0,6008000.0,13769000.0,3884000.0,2614000.0,13769000.0
gap,2020,16383000.0,10250000.0,5559000.0,574000.0,351000.0,2156000.0,4516000.0,13679000.0,3209000.0,3316000.0,13679000.0
gap,2019,16580000.0,10258000.0,4960000.0,1362000.0,1003000.0,2131000.0,4251000.0,8049000.0,2174000.0,3553000.0,8049000.0
levi,2024,6179000.0,2663300.0,3072200.0,353300.0,249600.0,1290100.0,2637600.0,6053600.0,1787500.0,2046400.0,6053600.0
levi,2023,6168600.0,2619800.0,2893200.0,646500.0,569100.0,1416800.0,2827900.0,6037800.0,1981600.0,1903700.0,6037800.0
levi,2022,5763936.0,2417225.0,2652213.0,686211.0,553541.0,897950.0,2709901.0,5900069.0,1869618.0,1665661.0,5900069.0
levi,2021,1385856.0,619309.0,652556.0,92018.0,95805.0,817692.0,3126241.0,5641241.0,1548882.0,1299475.0,5641241.0
levi,2020,1568608.0,717212.0,719749.0,131647.0,95296.0,884192.0,2870186.0,4232418.0,1167204.0,1571557.0,4232418.0
levi,2019,1591860.0,744448.0,719584.0,127828.0,97260.0,883773.0,2288059.0,3542660.0,1052199.0,667459.0,3542660.0
dicks,2024,12984399.0,8450664.0,3204108.0,1282365.0,1046519.0,2848797.0,4890049.0,9311752.0,2752394.0,2617281.0,9311752.0
dicks,2023,12368198.0,8083640.0,2805462.0,1463019.0,1043138.0,2830917.0,4963186.0,8992196.0,2641446.0,2524623.0,8992196.0
dicks,2022,12293368.0,7581482.0,2664083.0,2034503.0,1519871.0,2297609.0,5106656.0,9041676.0,2712680.0,2101586.0,9041676.0
dicks,2021,9584019.0,6533312.0,2298534.0,741477.0,530251.0,1953568.0,3759650.0,7752859.0,2550198.0,2339534.0,7752859.0
dicks,2020,8750743.0,6196185.0,2173677.0,375613.0,297462.0,2202275.0,2410016.0,6628560.0,2076474.0,1731598.0,6628560.0
